Geneid	Length	SRR10758340	SRR10758341	SRR10758342	SRR10758343	SRR10758344	SRR10758345	SRR10758346	SRR10758347	SRR10758348	SRR10758349	SRR22746225	SRR22746226	SRR22746227	SRR22746228	SRR8508226	SRR8508227	SRR8508228	SRR8508229	SRR8508230	SRR8508231	SRR8508232	SRR8508233	SRR5877048	SRR5877049	SRR5877050	SRR5877051	SRR5877052	SRR5877053	SRR5877054	SRR5877055	SRR5877056	SRR5877057	SRR5877058	SRR5877059	SRR5877060	SRR5877061	SRR6715625	SRR6715626	SRR6715627	SRR6715628	SRR6715629	SRR6715630
EQU24_RS17585	1347	232	391	816	164	525	396	1288	919	310	584	10430	7029	8005	7067	1408	1729	1409	1937	889	1360	1955	1441	7093	6369	2763	2171	1563	2497	3581	2995	1661	3340	2956	1803	2173	1762	1727	1155	1002	4389	2942	2666
EQU24_RS17590	1272	303	936	1292	711	1121	945	1594	1350	712	709	9727	6896	7132	6220	2457	2823	2563	2395	1443	2455	3475	1883	4519	4589	1991	1321	1003	1319	2180	1574	952	1665	2618	2842	1669	1820	945	580	625	2186	1538	1471
EQU24_RS17595	1851	846	1677	1559	1247	2151	1661	1882	1698	1012	1239	15221	10984	9867	8338	4323	5211	4339	4201	2469	4030	5787	3155	8970	9865	3638	2375	1690	2249	3727	3138	1769	3230	3328	4771	2812	3476	2014	1130	1159	4028	3069	2886
EQU24_RS17600	468	153	290	809	185	584	424	1094	1221	213	477	4610	2956	3153	2964	1258	1467	1158	1020	723	1133	1436	940	2290	2293	758	434	289	463	721	716	341	716	667	890	568	696	468	278	320	1021	729	701
EQU24_RS17605	330	229	383	379	237	664	443	531	375	413	814	5934	4351	5238	4916	1654	1931	1583	1773	934	1406	1703	1428	4444	4218	1566	1044	987	1145	1741	1733	1083	1716	2067	1386	1155	1439	888	621	708	2141	1667	1544
EQU24_RS17610	774	202	399	422	240	465	290	561	421	286	942	5005	3795	3785	3309	1871	2403	2111	2422	938	1562	2308	1719	7142	6517	2547	1749	1329	1978	3051	3030	1546	2943	2611	2720	1694	1876	1044	616	630	4601	3075	2852
EQU24_RS17615	885	206	373	520	272	808	547	619	493	362	864	5367	4052	3278	3091	1555	1970	1434	2129	936	1322	2170	1512	6505	5973	2199	1443	1759	2584	3669	3376	1667	3092	1877	1529	1472	1773	1956	1136	1174	4762	3392	3084
EQU24_RS17620	510	41	89	446	41	80	66	556	485	81	420	1251	811	907	880	328	428	320	386	189	307	389	253	1365	1191	576	402	662	709	1130	677	509	725	631	466	442	351	234	127	160	1298	869	828
EQU24_RS17625	345	1302	1974	155	1307	1815	1350	169	117	1434	3378	13895	9842	10194	9201	3890	5038	2681	4685	2040	2789	3341	2728	51183	40806	24081	19292	14920	15087	17404	17583	14143	18158	22311	14629	21051	11092	6766	4720	2054	31229	21488	18953
EQU24_RS17630	741	990	1350	3809	1068	1526	1557	3905	2708	1335	4077	32027	22134	23244	19299	4259	5163	3358	5123	2411	3377	4071	3003	50398	40291	24007	16403	20530	24236	37457	24656	17873	27617	18511	10435	19982	7304	8655	4925	3760	43750	34903	30599
EQU24_RS17635	507	996	1406	1815	873	1600	1417	1810	1135	1330	4022	18621	12829	14046	11667	2782	3802	2404	3851	1571	2263	2679	2603	53511	43413	28748	19093	16910	25056	38719	27614	16757	31217	18047	12882	19847	8002	9105	5497	3880	52075	36505	31841
EQU24_RS17640	252	693	832	1128	433	1207	830	1131	725	630	1965	19054	13371	15335	12532	1768	2437	1688	2224	938	1397	1802	1491	24367	16903	9475	7200	6993	10638	15824	10992	6930	12247	10569	8260	11019	5042	2879	1658	1262	19990	13152	12188
EQU24_RS17645	1356	2293	2915	4185	1489	4803	3739	3361	2744	1915	6625	64469	42913	50671	43960	8927	12413	9197	12748	4776	7709	10091	7958	49419	44486	20492	15171	15268	20449	35244	24819	14487	25196	24164	30073	20359	12523	6936	4438	4036	37751	26077	24209
EQU24_RS17650	798	296	519	823	287	1697	1466	717	576	569	1079	50373	34483	38144	32395	2145	2464	1920	2273	1153	1795	2309	1394	13630	12496	4654	3205	2871	4452	6570	4139	2071	4169	9187	5264	4148	3276	1648	1041	950	5598	3957	3622
EQU24_RS17655	318	219	361	214	258	1281	1233	155	169	230	355	16628	12260	12789	10495	922	1020	698	685	652	856	949	588	4872	3532	2381	1788	1550	2062	3467	1493	1190	1829	5958	7080	2112	1377	327	224	215	2378	1785	1551
EQU24_RS17660	384	287	430	136	336	1131	1203	97	99	279	349	11547	7998	8229	7202	959	1267	720	998	825	1099	1124	707	4635	2908	2783	2286	1982	2532	3526	1910	1502	2504	8300	13913	3141	1754	235	312	252	3955	2329	2019
EQU24_RS17665	1296	99	201	603	120	469	393	754	590	285	536	2978	2112	2243	2107	1063	859	919	745	1160	1487	1467	627	3885	3682	1543	941	920	1406	2214	1685	913	1694	1455	658	927	1208	1096	600	716	2024	1605	1504
EQU24_RS17670	1179	122	219	431	81	426	321	825	562	231	843	3841	2541	3599	2998	358	408	323	415	258	382	495	274	2588	2404	959	737	437	706	981	884	483	1019	1333	602	624	762	567	378	286	1387	931	839
EQU24_RS22550	174	95	288	176	144	793	673	238	128	358	295	8643	6635	8634	6080	516	611	464	407	370	500	586	392	1185	1221	454	264	224	428	583	463	207	512	429	273	261	284	210	184	176	689	472	437
EQU24_RS23075	267	522	995	615	569	2246	2161	634	534	814	818	16823	14728	13600	10754	1833	2269	1690	1496	1444	2038	2302	1386	5834	5212	1884	1320	719	1113	1588	1178	559	1198	1449	3158	1180	1105	383	204	145	1403	939	851
EQU24_RS23080	71	451	952	147	504	2111	1933	110	141	800	633	6840	6018	5457	4568	709	1020	750	676	481	889	1065	494	1855	1636	648	390	503	420	692	486	369	452	744	1931	613	504	72	28	41	583	380	374
EQU24_RS23085	483	770	1874	900	929	4302	3723	811	647	1486	1220	25359	21918	16893	14419	2748	3590	2610	2515	1699	2473	3706	1943	14659	13507	4640	3414	2174	3774	5517	3920	1863	4135	3829	10413	3435	3705	731	498	442	5278	3371	3172
EQU24_RS17680	2010	6237	9278	19634	9138	18749	20159	14442	10821	5620	6469	387805	260004	283126	218205	18250	20151	13317	13713	11569	16122	17756	9721	63316	50958	32061	20388	28599	34559	50276	22178	15966	25352	58480	87649	45650	15763	5282	3612	3165	36472	30716	26567
EQU24_RS17685	381	2693	4085	2403	4078	8282	8672	1788	1068	2618	2839	125837	79820	93672	71902	8051	9717	5886	6286	5175	7383	7457	5024	24137	21036	11112	7620	8170	11188	15058	7908	4954	8568	21964	40659	15440	6398	2065	1600	1419	12664	10059	8628
EQU24_RS23090	705	12148	17477	24122	17953	30554	32450	16118	12878	10123	9797	573692	380983	386046	299442	22336	29685	18680	20552	13930	20964	26607	13280	128449	116007	44303	30509	28811	44134	63740	34516	16825	34813	78526	164212	46745	19248	3833	2464	2308	42904	30572	28433
EQU24_RS23095	483	9821	13141	38562	13659	26377	28470	27958	26864	8039	8163	1153892	717884	709025	545736	18066	23522	15318	17800	11388	16707	23192	9850	83033	80817	26206	17462	14473	32107	49074	27454	9169	27098	60377	137695	27911	13151	2392	1725	1739	34917	23204	21723
EQU24_RS17695	4470	6666	9010	8757	5261	6194	3612	8019	6242	5079	9115	49190	34113	34235	28655	8762	11912	9219	13731	4717	7572	9726	8771	52938	42625	23789	17478	10521	15117	22533	23237	14258	23439	19948	18581	13478	13092	10572	6684	4294	30520	22767	21562
EQU24_RS17700	1581	676	1179	1262	604	1413	912	1658	1337	670	1810	13907	10075	8668	7903	2336	2795	2501	3741	1290	2136	3512	2137	15966	16406	6322	3916	3206	4352	6917	7086	3914	6747	5167	3431	3166	3475	3673	2033	2195	9095	6721	6171
EQU24_RS17705	1152	894	1361	3468	742	813	627	3848	3081	795	1112	21443	16742	14750	12607	1645	2154	1821	2736	982	1559	2394	1592	11797	11230	5945	3813	5235	3775	6201	5292	4919	5378	6213	3501	3713	3923	3744	1850	1589	6381	5161	4700
EQU24_RS17710	1284	1320	2017	3808	1200	1259	1095	3564	3122	1171	1786	16017	11877	9987	8557	3536	4770	3962	5740	2279	3694	5201	3319	19005	17195	10715	6154	4690	6325	10820	9024	5273	9704	7437	6065	4322	4397	4458	2506	2504	12402	9871	9176
EQU24_RS17715	921	919	1570	1611	759	2416	1493	1842	1313	1204	1821	14166	9615	9228	7921	2962	3693	3108	3859	1842	2761	3634	2683	14670	13594	8039	5034	2065	3557	6160	5172	2635	5721	4962	4766	3082	3328	3102	2150	1516	7684	5711	5189
EQU24_RS17720	1095	1262	1796	1797	1186	2107	1437	1952	1354	1106	1585	17964	12079	11904	9536	3374	3900	3500	4069	2017	3169	3634	3179	11856	11248	5819	4446	1756	2472	3845	4277	2524	4493	4153	4740	2865	3014	3002	2108	1169	6272	4336	3890
EQU24_RS17725	1188	924	1494	1392	1129	1093	842	1390	931	898	1518	14859	10356	10816	8913	1529	2032	1609	2300	1030	1593	2112	1447	9232	6874	5621	4681	1640	1952	2787	2608	2352	3297	4734	4837	2729	2173	2367	1792	1262	5381	4160	3527
EQU24_RS17730	1002	1017	1569	3501	1385	895	773	3292	2173	964	1571	26801	18771	15512	12827	2613	3348	2773	4019	1587	2471	3544	2504	15557	13919	6182	4012	1886	3035	4951	5473	2620	5817	3892	4648	2392	2462	2348	1451	1163	7406	5612	5225
EQU24_RS17735	1359	1867	2680	6554	2107	1436	1361	6000	4348	1465	2680	15513	12315	9288	7680	3862	5079	3870	5919	2518	3582	5353	3592	26550	25382	11864	6666	5946	8405	12236	11858	6147	11468	7590	7448	4134	4834	6083	3523	4722	14069	11699	10905
EQU24_RS17740	1041	1008	1377	5383	1191	952	917	5311	4073	995	1520	16181	12188	9710	8245	2585	3295	2715	3795	1519	2573	3448	2058	14482	13441	6334	3668	3773	4662	7450	5948	3945	6715	5210	3826	2783	2847	3237	1964	2108	9021	7387	6261
EQU24_RS17745	894	997	1327	2465	1316	1440	1185	2646	1738	882	1364	6859	5134	4682	3920	2527	2949	2565	3419	1400	2310	3293	1951	9346	7447	4230	2563	2811	3185	5668	3525	2959	4509	4029	3217	2482	2261	2178	1412	1053	6363	5367	4494
EQU24_RS17750	579	477	737	641	519	930	608	684	430	591	1048	4162	2978	2879	2490	1057	1316	1065	1552	588	980	1475	938	7790	6857	3333	2212	1685	2509	4055	3004	1759	3273	2600	1678	1681	1523	1894	1396	875	4721	3440	3169
EQU24_RS17755	1608	1937	2784	2272	1459	3670	2361	2563	1740	1779	3847	21811	14632	14183	12384	4060	5199	4018	5163	2333	3691	4652	3866	16920	15391	7343	5014	3643	5279	8542	6642	4117	7128	5671	4983	4161	4291	4118	2993	2215	10127	7320	7050
EQU24_RS17760	216	355	370	140	262	482	313	155	110	244	653	298	243	223	197	330	431	319	344	175	283	331	289	2007	1891	765	577	395	642	1001	902	431	928	722	498	446	498	432	322	201	1360	1018	902
EQU24_RS17765	1071	819	1155	1774	715	2115	1471	1725	1162	1127	3266	12267	8732	8574	7849	2447	3073	2462	3426	1351	2211	3314	2282	12963	11976	4896	3345	2319	3744	5525	5556	2973	5932	4049	2457	2460	2476	3437	2447	1816	8215	5929	5358
EQU24_RS17770	774	435	642	664	475	1621	910	776	401	652	2198	5154	3644	3893	3664	2041	2648	2140	2241	1193	1936	2378	1970	5904	5353	2356	1812	1096	1486	2245	2221	1387	2390	2973	2276	1852	1656	1126	904	493	3698	2452	2160
EQU24_RS22770	591	325	725	103	496	1603	1141	144	117	642	1742	9095	6416	7003	5927	1821	2131	1835	2258	1128	1740	2465	1272	4846	4604	1756	1468	776	1216	1794	1869	961	1899	2635	1949	1364	1205	942	799	574	3238	1937	1781
EQU24_RS22775	411	69	75	207	50	194	174	277	223	78	263	1875	1319	1197	1078	439	517	418	587	213	376	662	353	4459	3888	1454	840	597	831	1391	1352	730	1418	763	445	500	486	1254	625	668	1883	1569	1345
EQU24_RS17780	432	350	478	169	313	732	492	141	100	383	757	1435	1151	997	894	1680	2113	1319	1793	997	1355	1417	1382	6656	5316	3051	1791	1613	2224	3212	3151	1829	3408	1932	1059	1107	1225	2570	1856	1967	4800	3710	3282
EQU24_RS17785	1062	127	139	572	100	329	200	675	652	186	643	3962	2908	2765	2526	498	563	470	715	316	443	622	419	4117	3866	1319	812	816	1253	2099	1633	882	1812	1330	520	598	691	1230	615	892	2177	1899	1762
EQU24_RS22555	150	13	40	23	13	36	22	30	24	36	43	35	33	33	36	43	72	52	69	33	45	63	36	597	590	253	118	109	168	315	326	160	321	186	91	116	132	139	90	116	376	307	290
EQU24_RS17790	363	345	275	345	206	294	197	356	255	253	286	1754	1302	1441	1121	165	180	163	177	79	138	206	114	2151	2222	837	608	245	473	722	762	292	659	517	359	295	309	693	377	306	801	620	619
EQU24_RS17795	1584	616	727	1022	448	992	712	1112	796	627	913	8076	5604	5735	4746	1624	1962	1547	2023	1026	1541	1945	1447	7538	7271	2829	1872	1551	2229	2971	3192	1698	3307	2466	2172	1753	1930	1949	1367	1259	4263	2817	2674
EQU24_RS17800	1575	313	383	1095	195	741	478	1412	1001	425	621	5023	3750	3389	3123	1193	1376	1129	1521	697	1079	1352	1006	6461	6110	2448	1705	1314	1997	2766	2830	1499	2923	1939	1599	1501	1500	1642	1048	994	3690	2440	2329
EQU24_RS17805	1407	291	414	1600	304	527	349	1750	1335	341	750	3695	2672	2403	2244	1032	1353	1018	1597	618	919	1377	924	6464	5815	2640	1692	1936	2365	3999	3352	2339	3554	2340	1675	1574	1685	1440	745	798	4715	3513	3171
EQU24_RS17810	597	190	227	997	202	274	210	1081	571	258	587	3667	2521	2586	2178	650	863	550	835	387	581	665	636	3010	2886	1488	928	683	1128	1715	1571	852	1627	1285	942	893	748	601	334	340	2355	1510	1395
EQU24_RS17815	3054	2085	2445	6455	2256	2529	2042	6222	4617	1882	4483	16887	12789	10284	9099	5121	6705	4869	7773	2810	4548	6160	4088	24368	23012	10346	6198	7472	9896	16209	14349	8717	14461	8844	8642	6788	6017	5833	3071	4063	20549	14708	13530
EQU24_RS17820	1623	593	551	1031	391	444	400	1019	862	352	598	5905	4405	3428	2825	1762	2139	1704	3023	1379	1836	2034	1174	7233	6727	4308	2884	2397	3462	4950	8396	4529	8277	2456	6137	3057	2302	1821	965	1248	16111	9406	9169
EQU24_RS17825	291	111	94	126	68	149	79	129	100	73	102	1112	764	726	566	317	448	298	463	235	304	289	292	1510	1196	992	742	478	840	1149	1832	890	1933	299	1000	668	419	528	306	428	4269	2447	2256
EQU24_RS17830	1680	69	81	317	64	202	142	450	378	123	247	1371	940	988	953	460	461	429	481	359	551	603	346	1717	1584	675	436	537	556	802	746	560	696	668	422	498	576	556	333	359	947	727	658
EQU24_RS17835	1542	212	354	1073	166	456	345	1117	966	262	532	7097	4940	4818	4211	1210	1437	1160	1471	726	1200	1529	868	5700	5311	2004	1189	1308	1769	2617	2390	1336	2508	1655	1051	1407	1558	1236	744	866	3192	2473	2132
EQU24_RS17840	1272	394	606	1949	325	1054	743	1718	1388	715	1693	10879	7681	7813	6993	2224	2555	2033	2391	1387	2002	2415	1866	9205	9404	3536	2338	3025	3318	4577	3968	2770	3950	4580	2094	3142	2961	3233	1795	2187	5419	3929	3433
EQU24_RS17845	780	906	1426	1708	710	2903	1823	1464	1011	1441	3468	31757	21490	20209	17564	5938	7486	5943	6541	2821	4796	5738	4701	30699	26736	11871	8282	5727	7583	13573	11026	6716	11276	7109	9708	8926	8004	4778	2497	2990	14583	11007	10296
EQU24_RS17850	483	829	1022	879	700	1566	821	718	454	931	2099	7410	5375	4911	4639	3967	4900	3339	4126	2210	3263	3713	3321	13555	11921	5082	3794	2795	3827	5929	5397	3191	5383	3975	4066	3312	3083	2796	1594	1418	7752	5160	5003
EQU24_RS17855	2451	6019	6176	11900	4516	6640	4908	9000	7627	3426	9955	61755	43394	39270	35263	20179	24470	17280	29743	11966	17120	24000	16137	92411	91401	36990	21526	22233	35966	49151	48826	23189	46811	20390	18029	15953	14893	31488	15828	20977	57357	44283	41025
EQU24_RS17860	492	508	733	414	279	536	401	468	218	494	1046	8101	5895	6235	5214	1598	1309	1332	1252	1785	2335	1807	901	6333	5148	2633	1956	1454	1723	2640	2127	1450	2273	2342	1965	1884	2352	951	591	440	3464	2248	1949
EQU24_RS17865	1026	207	400	1199	174	428	352	1223	719	474	1158	9547	6339	7495	6701	1508	1503	1509	1571	1358	1921	1851	1196	7760	7515	3191	2163	2181	2523	3839	3200	2127	3262	4617	1400	2410	2364	1958	1056	1053	4387	3299	3004
EQU24_RS17870	672	301	421	873	208	687	557	812	500	398	992	6452	4598	4880	4273	1005	1116	856	1116	640	973	1206	889	4840	4170	2015	1383	1152	1562	2223	1887	1233	1984	2522	1339	1190	1371	1205	887	657	2443	1845	1629
EQU24_RS17875	1647	346	403	467	220	1110	680	431	236	374	878	7060	4784	5282	4540	1778	2225	1711	2288	1041	1598	2059	1625	7747	6503	3175	2288	1594	2594	3555	3157	1910	3591	2537	2012	2073	2150	1942	1748	1239	5748	3688	3348
EQU24_RS17880	1920	3594	2362	4138	1486	962	862	1998	993	990	6451	51411	36422	34006	27996	5407	8208	5297	14262	3350	4378	5877	5252	42255	42594	22933	17457	7459	13278	18677	40230	17430	41405	18758	28756	16598	8997	9601	6552	12463	67431	38444	34650
EQU24_RS17885	1326	325	550	1004	413	764	563	1213	915	421	1155	4993	3600	3788	3253	1251	1590	1329	1674	829	1218	1652	1190	6413	5856	2430	1509	1772	2520	4176	3375	2086	3635	2583	1956	1558	1622	1537	1035	953	4531	3218	3092
EQU24_RS17890	276	85	159	236	54	383	225	220	142	157	298	2894	1938	2041	2066	382	472	424	551	186	355	496	268	4370	4390	1389	961	748	1072	1391	1241	697	1350	1088	564	1356	1305	1012	739	654	2254	1487	1407
EQU24_RS17895	246	44	66	81	17	252	164	57	59	52	195	1792	1192	1069	1047	522	547	516	494	240	394	459	288	3927	3652	1374	1051	628	991	1378	1307	623	1245	1077	629	1432	1305	653	704	586	2045	1428	1282
EQU24_RS17900	849	343	430	610	172	305	214	436	346	158	684	7626	5178	3681	3560	2057	2898	2481	3393	1060	1773	2255	1773	10770	9930	5422	3867	3275	3733	6271	5042	3691	5909	2872	4336	4144	2694	2080	1208	1087	9029	6414	5250
EQU24_RS17910	1836	698	1042	1516	556	1019	742	1528	1388	631	1858	20059	13134	12247	10480	2406	3121	2498	3454	1424	2355	2937	1987	12296	12121	5127	3152	2695	4027	6277	5865	2868	5955	3957	4402	3685	2852	2605	1552	1770	9293	6411	5788
EQU24_RS17915	186	76	130	78	61	124	72	86	31	76	132	944	810	761	663	212	235	167	160	112	154	165	164	692	651	297	233	202	308	553	406	211	417	361	361	316	320	137	162	135	565	478	420
EQU24_RS17920	315	58	142	300	67	138	102	343	286	94	239	1856	1385	1596	1403	190	303	245	246	168	229	305	184	1515	1636	600	418	271	477	756	607	272	662	552	414	461	437	276	259	166	969	631	573
EQU24_RS17925	867	103	220	665	128	314	243	794	695	196	464	4434	2965	3068	2794	908	1122	807	1099	583	852	1053	711	3850	3745	1424	1070	1234	1403	2194	1845	1172	1740	1441	1076	1399	1093	986	566	474	2285	1611	1485
EQU24_RS17930	297	390	574	154	422	1327	840	302	201	498	1387	3273	2293	2625	2278	2120	2554	1922	2257	1381	1902	2523	1692	6449	6247	2482	1890	708	1298	1801	2020	900	2070	1657	2291	1369	1309	1235	743	392	3697	2390	2261
EQU24_RS17935	849	380	730	1581	438	1520	1090	1643	1186	571	1722	11612	8188	7672	6898	4209	4907	3930	4362	2361	3736	4235	3414	13534	12935	5484	3584	2505	3290	5066	4821	3120	5147	4400	5288	4022	3466	2646	1488	1340	8072	5397	4933
EQU24_RS17940	1065	562	852	1606	385	945	793	1656	1251	704	1607	23400	16274	16192	14465	2512	3120	2526	2972	1659	2420	3091	2287	10881	10478	4522	3029	2349	3285	5024	4591	2435	4644	5033	3757	3133	2664	1864	1229	1072	6825	4714	4242
EQU24_RS17945	474	653	766	1273	578	690	753	1267	896	636	1108	14601	10781	10214	8978	3231	3808	3132	3529	1796	3037	4067	2139	10992	10180	5006	3177	2039	2781	4557	3373	2130	3700	4393	4479	2900	2234	2023	1033	1087	4441	3597	3127
EQU24_RS17950	525	1154	1248	440	806	1354	1089	386	191	991	1657	20005	13852	13263	11002	5345	6817	5252	5815	3184	5204	6413	4569	14616	12914	6219	4710	1681	2777	4071	3734	2039	3958	5590	8965	3933	3719	1876	1182	784	5116	3600	3106
EQU24_RS17955	1077	283	402	238	234	921	872	389	231	379	771	11304	7999	7897	6442	1643	1969	1477	1589	1056	1577	1778	1155	5675	4582	2557	1729	1482	1882	2839	1767	1191	2049	3324	3916	1890	1409	637	405	334	2733	2032	1837
EQU24_RS17960	1044	730	882	1246	471	1045	791	1255	997	614	2753	15873	11288	9922	9132	3761	5070	4223	6678	2110	3623	4779	3604	28106	26633	9619	6769	5354	8848	13485	14081	6417	13585	6815	5911	5305	4065	4355	2429	2945	20717	13181	12626
EQU24_RS17965	207	13	33	137	5	73	47	185	139	34	141	2466	1577	1778	1608	123	180	142	212	70	168	180	148	1031	1049	370	232	189	396	544	470	191	520	464	203	365	294	152	204	247	790	481	449
EQU24_RS17970	609	133	277	479	79	623	381	585	421	235	442	6456	4722	4503	3950	2121	2266	1844	1866	1343	1978	2059	1780	4770	4337	1849	1312	814	1257	1664	1669	962	1818	1412	930	1310	1293	1179	866	961	2236	1652	1498
EQU24_RS17980	207	141	312	388	94	309	236	560	398	273	469	1549	1042	1267	1102	375	413	477	571	203	368	739	201	3555	3469	1228	828	410	667	1034	952	507	946	1364	874	814	882	612	290	420	1170	916	815
EQU24_RS17985	222	83	176	371	51	481	335	426	303	250	543	7347	5117	5374	5196	1030	1049	894	940	545	862	1217	648	4805	4611	1681	1047	643	1226	1552	1364	653	1480	2038	636	1061	1124	970	523	672	1688	1289	1109
EQU24_RS17990	276	122	255	284	97	754	486	266	151	316	680	3995	2616	3011	2821	664	769	634	721	518	640	859	620	2471	1868	923	622	419	850	1084	678	288	729	858	564	803	714	439	394	214	1058	751	675
EQU24_RS18000	342	166	301	1212	155	572	373	1191	1034	400	1100	1187	842	977	890	763	920	731	1001	496	717	1015	656	2991	2275	1291	1049	805	1172	1984	1384	728	1492	1552	622	1077	705	588	454	263	2153	1488	1318
EQU24_RS18010	2316	3536	5250	9086	3294	7666	5429	7575	5527	4746	13100	80230	54987	57323	47117	11011	13187	10822	14465	6518	9810	12901	9444	52278	50562	22732	15326	10422	14405	23972	21620	12377	21743	19866	13819	11473	12786	12433	6906	5506	30401	22323	21076
EQU24_RS18015	468	779	1277	1125	1240	4513	2419	925	574	1605	4779	11598	7797	8263	6850	6116	6919	4904	5476	3345	5070	5449	4671	15937	14050	6293	4604	2434	3375	5486	5645	3312	5621	5985	5552	3465	3953	3249	1849	851	8631	5723	5533
EQU24_RS18020	1053	199	292	463	151	575	427	410	411	336	966	6950	4602	5174	4592	2194	2906	1710	2648	1590	2068	2202	2189	7510	7208	2808	2061	1174	1988	2656	2804	1411	2940	3138	1354	1495	1561	2314	1758	1820	5430	3693	3227
EQU24_RS18025	1056	361	519	496	251	887	562	580	601	470	1921	9920	6785	6971	6590	2121	2576	2000	2474	1227	1833	2066	1557	11123	10152	3639	2456	1742	2314	3437	3482	2096	3567	3245	2154	2496	2512	1903	1153	1268	4931	3666	3435
EQU24_RS18030	513	119	250	104	90	785	520	220	245	226	1031	4520	3190	3640	3594	2462	2678	2094	2331	1870	2556	2214	1963	10753	9945	4297	3350	1531	2569	3900	4427	2062	4274	3237	1657	2470	2056	2759	1496	1132	6762	4628	4342
EQU24_RS18035	924	390	604	563	296	728	512	655	726	372	1357	15884	10255	10550	9658	2362	2639	2541	2815	1638	2643	2842	1798	11055	10600	4349	2927	2337	3153	4753	5254	2939	5364	4023	2932	3272	2937	2220	1207	1089	7735	5315	4779
EQU24_RS18040	1290	333	471	579	184	566	362	1048	1432	423	1191	13598	9236	9797	8709	1935	2101	1968	2397	1684	2416	2466	1493	11505	11949	5013	3199	2347	3807	5490	5720	2719	5531	3698	2040	2634	3008	2698	1556	1738	8130	5822	5523
EQU24_RS18045	591	103	146	184	58	112	71	300	432	100	183	3657	2494	2732	2237	294	356	295	413	232	296	355	193	2507	2313	962	674	341	560	734	922	392	918	776	518	745	710	420	216	203	1217	811	742
EQU24_RS18050	2145	416	515	457	231	480	309	1525	1764	348	1055	10816	7464	7881	6564	1721	2094	1346	2055	1015	1465	1763	1497	9275	9155	3127	2052	1222	1828	2399	3504	1697	3299	3168	1796	2157	2375	1516	1114	923	4543	3179	2977
EQU24_RS18055	1362	814	1009	1009	565	1271	827	1956	2166	582	2146	13990	9435	9713	8085	3297	3918	3094	3882	2046	3007	3693	2657	13719	12550	5781	3932	1853	2251	4065	5275	3207	5430	4719	4395	2711	3261	2103	1167	952	7516	5367	5015
EQU24_RS18060	429	544	772	213	211	1197	843	545	441	615	4543	42553	27280	30707	27437	9966	12650	8368	9794	5108	7398	6769	7945	98679	83635	33387	26764	24158	45033	48174	56578	23163	58435	31555	11259	40520	18950	7796	8904	4597	100239	48676	42939
EQU24_RS18065	393	825	945	525	312	1064	728	660	484	702	4113	48685	31676	31054	29405	5878	6703	5119	8373	2264	3711	5460	3118	134553	118445	42889	32757	27026	43188	59840	56463	25106	54341	24213	17203	35813	16954	11730	6506	5239	77516	50704	46756
EQU24_RS18075	1533	234	305	3840	207	211	220	8607	9946	422	973	8074	5742	6167	5324	694	764	688	1102	406	675	948	430	5967	5737	2607	1560	2192	2781	4502	3234	2066	3223	3506	2020	2268	1747	1661	719	891	5273	3709	3480
EQU24_RS18080	654	1355	1889	3281	800	999	651	5134	4777	877	3579	35921	24026	22196	20286	8920	13760	8596	13094	4427	7324	8303	7575	50524	48494	18418	12997	5866	9703	14299	15421	6597	15135	14438	13334	9028	7381	5214	3221	2106	18856	12210	11343
EQU24_RS18085	408	478	904	4348	530	1092	639	6678	5783	895	1232	23632	15251	15659	13895	2745	2653	2335	2296	1635	2420	3107	1435	10531	8384	3738	2338	2030	3343	4524	3661	1792	3661	5278	2726	3441	3230	2165	1217	1060	4134	3648	3314
EQU24_RS18090	930	2167	3654	15672	1937	1145	1004	19397	17151	3347	4825	47892	33949	36629	28361	346	367	5154	9016	3001	5080	7161	4225	36051	26156	19179	10337	10324	14085	21613	18244	10649	18376	24540	18421	16458	15674	7058	3489	2855	21819	19129	17952
EQU24_RS18095	561	2649	4348	10614	2885	1058	885	11071	9848	3657	4876	120212	88552	84224	63864	175	180	5675	9847	3585	5584	7727	4183	29963	30119	21518	10621	13096	14142	23132	20555	14512	20405	29997	27056	19376	18535	7042	3539	2962	24803	22338	21122
EQU24_RS18100	984	7368	10022	31610	8082	3537	3222	30926	29461	8984	11087	236763	171049	146944	117245	283	302	15357	27921	9582	15728	22227	11415	108661	112594	61412	29126	37479	48626	71343	66587	38116	62465	57557	54995	44764	42647	30297	14301	15397	69423	63366	59385
EQU24_RS18105	924	6657	8785	51157	7549	2427	2618	48350	46958	8270	9947	273140	192864	173255	133953	237	276	17720	26887	10526	17410	24069	13875	91747	83875	48029	24576	27242	34869	57355	50777	31379	50923	57313	75039	49663	38532	15925	10495	7632	65518	60577	55693
EQU24_RS18110	855	3617	5345	19115	3660	1953	1869	17423	16259	5031	6435	33110	24984	24399	19458	58	61	7016	12314	4078	6718	9759	5077	88539	78476	39434	19962	17835	25393	39534	36129	18810	33450	39802	28273	29539	23958	15019	8751	8092	41792	38190	35293
EQU24_RS18115	627	3287	5112	15108	3284	2273	1890	14264	12907	4960	5902	87031	58761	58997	46278	125	91	8222	12640	4945	8332	11139	5737	48027	47039	21770	10240	9248	14699	24190	22977	11179	22037	27499	20815	21484	19743	6387	4804	4241	29519	25384	23827
